Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Recommended age group (product.metafields.shopify.recommended-age-group),Toy/Game material (product.metafields.shopify.toy-game-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
display-truss,Display Truss,<p>Use our display truss to fabricate exciting and cost effective exhibit booths and display structures for your trade show or car display!</p>,Giant Promotions Online Store,,simple,"",false,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,kg,,,draft
mobile-game-room,Mobile Video Game Room,"<p><strong>The only Mobile Video Game Room in Atlantic Canada is at your service! Great for Birthday parties and events!</strong></p>
<p>The Mobile Game Room comes complete with power to run it, and staff to ensure the players are able to keep the game going at all times. Our team will make sure no child will play games inappropriate for their age level by catering to the age of the youngest child in the group.</p>
<p><strong>CONSOLES INCLUDED:</strong></p>
<ul>
<li>Play Station 5</li>
<li>Xbox One</li>
<li>Wii U</li>
</ul>
<p><strong>CAPACITY</strong> </p>
<ul>
<li>INSIDE there are 4 screens, in each screen 4 players can play at once (total of 16 players)</li>
<li>OUTSIDE there are 2 screens, in each screen 4 players can play at once (total of 8 players)</li>
<li>Therefore the TOTAL of Inside and Outside players is 24.</li>
<li>The mobile Game Room is the perfect centerpiece to any birthday party! Do you want to really make a lasting impression? Book your child's party today!</li>
<li>Do you have a crew you'd like to get together for a Halo competition? How about an NHL show down? The Mobile Game Room isn't just for kids!</li>
</ul>",Giant Promotions Online Store,Toys & Games > Games,Video Games,"advertising, ANNIVERSARY, backyard, bbq, birthday, birthday party, branding, business, canada day, canadian, carnival, community, dance, dance party, dartmouth, Digital, electronic games, equipment, events, festival, fundraiser, games, graduation, halifax, holiday, indoor, interactive games, LAWN, marketing, mobile, music games, nintendo, outdoor, party, play, playstation, portable, prom, promotions, props, rental, rentals, retail, retirement party, retro, school, summer, vendors, video games, xbox",true,Title,Default Title,,,,,,,,EVE-TRA-002,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/events-trailer-mobile-game-room-play-station-x-box-wii-videogame-party-rent-gaming-halifax-6-1024x576.jpg?v=1680808638,1,"",false,,"The Mobile Game Room comes complete with power to run it, and staff to ensure the players are able to keep the game going at all times. Our team will make sure no child will play games inappropriate for their age level by catering to the age of the youngest child in the group.",,,,,,,,,,,,,,,,,kg,,,active
mobile-game-room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/20180701_163437069_iOS.jpg?v=1680808687,2,"",,,,,,,,,,,,,,,,,,,,,,,
mobile-game-room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/events-trailer-mobile-game-room-play-station-x-box-wii-videogame-party-rent-gaming-halifax-5-scaled-1.jpg?v=1680808687,3,"",,,,,,,,,,,,,,,,,,,,,,,
mobile-game-room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/events-trailer-mobile-game-room-play-station-x-box-wii-videogame-party-rent-gaming-halifax-interior-3.jpg?v=1680808688,4,"",,,,,,,,,,,,,,,,,,,,,,,
light-bubble-columns,LED Light Bubble Columns,<p>Decorative bubble lamps with a durable and supportive drum-shaped base. The main area of this lamp provides light and looks very original in any type of décor. This lamp illuminates indoors and improves their aesthetics.</p>,Giant Promotions Online Store,Arts & Entertainment,Lighting,"advertising, ANNIVERSARY, backyard, bbq, beach, birthday, birthday party, business, canadian, Christmas, cocktail, columns, community, dance club, dance party, dartmouth, decorations, Digital, equipment, events, fundraiser, graduation, halifax, holiday, indoor, las vegas, LED, lighting, marketing, outdoor, party, photo booth, photo op, photo stand, portable, promotions, props, rainbow, rental, rentals, retail, school, vendors, wedding",true,Title,Default Title,,,,,,,,EVE-AMB-603,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/bubble-tube-colour-changing-led-light-lava-lamps-decoration-illumination-rent-halifax-2.jpg?v=1681393705,1,"",false,,Decorative bubble lamps with a durable and supportive drum-shaped base. The main area of this lamp provides light and looks very original in any type of décor. This lamp illuminates indoors and improves their aesthetics.,,,,,,,,,,,,,,,,,kg,,,active
light-bubble-columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/bubble-tube-colour-changing-led-light-lava-lamps-decoration-illumination-rent-halifax-1.jpg?v=1681393705,2,"",,,,,,,,,,,,,,,,,,,,,,,
gas-pump-decorations,Retro Gas Pump Props,"<p>Re-live the glory days of the 1950s and add some retro charm to your space with these nostalgic Retro Gas Pump Props! These gas pumps are the perfect decorative piece to bring out the inner greaser in you, while adding a touch of fun and kitsch class to your home. Put your foot down on bland interiors and pump up your style!</p>
<p>Retro gas pumps. Choose between Harley Davidson or Esso.</p>",Giant Promotions Online Store,Arts & Entertainment,props,"advertising, birthday, birthday party, branding, business, canadian, car dealership, carnival, cocktail, custom, customize, dartmouth, esso, events, fundraiser, gas pumps, graduation, halifax, Harley Davidson, holiday, indoor, marketing, mobile, nova scotia, office space, offices, outdoor, party, portable, promotions, props, rental, rentals, retro, school, sports, storefront",true,Title,Default Title,,,,,,,,EVE-AUT-001,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/gas_pump_decor.jpg?v=1680132884,1,"",false,,"Re-live the glory days of the 1950s and add some retro charm to your space with these nostalgic Retro Gas Pump Props! These gas pumps are the perfect decorative piece to bring out the inner greaser in you, while adding a touch of fun and kitsch class to your home. Put your foot down on bland interiors and pump up your style!",,,,,,,,,,,,,,,,,kg,,,active
gas-pump-decorations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/gas_pump_decor2.jpg?v=1680132884,2,"",,,,,,,,,,,,,,,,,,,,,,,
gas-pump-decorations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/55945030_10156656823395379_5091413704814100480_o.jpg?v=1680132884,3,"",,,,,,,,,,,,,,,,,,,,,,,
led-trees,LED Trees,"<p>Light up your next event with LED Trees! Our unique event rental includes a set of dazzling LED trees that'll add a touch of sparkle and make your event shine! Our trees create a magical atmosphere that'll transport your guests to a enchanting wonderland. Get ready to be impressed and let the fun begin!</p>
<p>Choose from three types of trees:</p>
<ul>
<li>Cherry tree</li>
<li>Fireworks tree</li>
<li>Palm trees</li>
</ul>",Giant Promotions Online Store,Arts & Entertainment,Lighting,"advertising, birthday, birthday party, canadian, chinese new year, Christmas, cocktail, community, dance club, dance party, dartmouth, decorations, Digital, dj lighting, equipment, events, fireworks, fundraiser, graduation, halifax, hawaii, holiday, indoor, las vegas, LED, lighting, marketing, nova scotia, outdoor, palm trees, party, photo op, photography, portable, promotions, props, rainbow, rental, rentals, retail, school, storefront, wedding",true,Title,Default Title,,,,,,,,EVE-CHR-006,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/016-scaled-1.jpg?v=1681393380,1,"",false,,Light up your next event with LED Trees! Our unique event rental includes a set of dazzling LED trees that'll add a touch of sparkle and make your event shine! Our trees create a magical atmosphere that'll transport your guests to a enchanting wonderland. Get ready to be impressed and let the fun begin!,,,,,,,,,,,,,,,,,kg,,,active
led-trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/020-scaled-1.jpg?v=1681393380,2,"",,,,,,,,,,,,,,,,,,,,,,,
led-trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/fireworks-led-outdoor-christmas-tree-lights-street-event-1.jpg?v=1681393381,3,"",,,,,,,,,,,,,,,,,,,,,,,
led-trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/fireworks-led-outdoor-christmas-tree-lights-street-event-2.jpg?v=1681393381,4,"",,,,,,,,,,,,,,,,,,,,,,,
led-trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/palm2.jpg?v=1681393462,5,"",,,,,,,,,,,,,,,,,,,,,,,
led-trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/ginos_tree11_upshot_uadg-scaled-1.jpg?v=1681393462,6,"",,,,,,,,,,,,,,,,,,,,,,,
led-trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/led-palm-tree-rope-outdoor-plastic-outdoor-wintergreen-lighting-artificial-plants-11.jpg?v=1681393462,7,"",,,,,,,,,,,,,,,,,,,,,,,
led-trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/led-palm-trees.jpg?v=1681393462,8,"",,,,,,,,,,,,,,,,,,,,,,,
led-trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/led-palm-trees-1.jpg?v=1681393462,9,"",,,,,,,,,,,,,,,,,,,,,,,
giant-gong,Giant Gong Prop,"<p data-mce-fragment=""1"">Throw some noise into the mix with this epic Giant Gong Prop - perfect for whatever kind of production your heart desires! Big on presence and bigger on color(ful sound!), you'll be sure to stand out with this one-of-a-kind piece. Go on, make some noise!</p>",Giant Promotions Online Store,Arts & Entertainment,props,"advertising, birthday, birthday party, business, canadian, car dealership, carnival, Casino, chinese new year, Christmas, countdown, dartmouth, events, fantasy, fundraiser, games, giant gong, gong, graduation, halifax, holiday, indoor, large gong, marketing, mobile, nova scotia, outdoor, party, portable, promotions, props, rental, rentals, retail, school, sports, wedding",true,Title,Default Title,,,,,,,,EVE-EQU-508,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/10313364_10152332437865379_6929291231590692727_n.jpg?v=1680132943,1,"",false,,"Throw some noise into the mix with this epic Giant Gong Prop - perfect for whatever kind of production your heart desires! Big on presence and bigger on color(ful sound!), you'll be sure to stand out with this one-of-a-kind piece. Go on, make some noise!",,,,,,,,,,,,,,,,,kg,,,active
air-dancers,Air Dancers - Assorted Colors,"<p>Rent out our fun, colourful, wacky Air Dancers! They are a hit for any business or party! They'll turn heads and do a funky dance.</p>
<p>Our Air Dancers come with air blowers to make them dance and wave around. </p>",Giant Promotions Online Store,Business & Industrial > Advertising & Marketing,Inflatable,"advertising, air dancers, car dealership, events, halifax, inflatable, marketing, rentals",true,Title,Default Title,,,,,,,,EVE-VAR-001,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/wackywavableinflatablearmflailingtubeman.jpg?v=1680128521,1,"",false,,"Rent out our fun, colourful, wacky Air Dancers! They are a hit for any business or party! They'll turn heads and do a funky dance.",,,,,,,,,,,,,,,,,kg,,,active
streamers-and-pennants,Streamers and Pennants,"Looking to jazz up your parking lot or yard? We have fun metallic streamers and standard colorful pennants! They come in all kinds of colors and color combinations!
<ul>
<li>Blue</li>
<li>Silver</li>
<li>Gold</li>
<li>Green</li>
<li>Turquoise Blue</li>
<li>Pink</li>
<li>Red/Blue, Red/Silver/Gold</li>
<li>Blue/Gold, Blue/Silver</li>
<li>Red/Silver/Green, Green/Gold</li>
<li>Green/Silver</li>
<li>Green/Gold/Purple</li>
<li>Purple/Silver</li>
<li>Purple/Gold</li>
<li>Gold/Purple/Turquoise Blue/Green</li>
<li>Gold/Orange/Red</li>
<li>Silver/Gold</li>
<li>Pink/Silver/Turquoise Blue</li>
<li>Various</li>
</ul>",Giant Promotions Online Store,Business & Industrial > Advertising & Marketing,Streamers,"advertising, canadian, car dealership, carnival, Casino, custom, events, halifax, holiday, marketing, nova scotia, outdoor, party, portable, promotions, rental, rentals, school, sports",true,Title,Default Title,,,,,,,,EVE-EQU-607,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/files/streamers-and-flags-hyundai.jpg?v=1683812206,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
streamers-and-pennants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/files/0321_p11.jpg?v=1683812206,2,"",,,,,,,,,,,,,,,,,,,,,,,
streamers-and-pennants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/files/rainbow-streamers.jpg?v=1683812206,3,"",,,,,,,,,,,,,,,,,,,,,,,
streamers-and-pennants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/files/new-jobs-2007-059.jpg?v=1683812206,4,"",,,,,,,,,,,,,,,,,,,,,,,
giant-red-tag-inflatable,Giant Red Tag Inflatable,"<p>Inflatable Billboards are an easy, affordable, yet effective way to promote your business or event. We carry a large selection of billboard sizes that can be installed on the ground, on the roof, or on a truck. Inflatable billboards can be fitted with custom designed banners on both sides. Our in-house design team will work with you to create a truly eye catching design!</p>",Giant Promotions Online Store,Business & Industrial > Advertising & Marketing,Inflatable,"advertising, billboard, booth, branding, business, canadian, car dealership, custom, customize, dartmouth, events, fundraiser, halifax, inflatable, marketing, mobile, outdoor, portable, promotions, props, rental, rentals, retail, storefront",true,Title,Default Title,,,,,,,,INF-VAR-007,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/Red20Tag.jpg?v=1680133219,1,"",false,,"Inflatable Billboards are an easy, affordable, yet effective way to promote your business or event. We carry a large selection of billboard sizes that can be installed on the ground, on the roof, or on a truck. Inflatable billboards can be fitted with custom designed banners on both sides. Our in-house design team will work with you to create a truly eye catching design!",,,,,,,,,,,,,,,,,kg,,,active
sale-billboard,Sale Billboard,<p>Grab attention of pedestrians and drivers with this giant SALE Billboard! Nobody will be able to miss your sale message!<br><br></p>,Giant Promotions Online Store,Business & Industrial > Advertising & Marketing,Inflatable,"",true,Title,Default Title,,,,,,,,INF-VAR-004,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/inflatables-various-billboards-sale-promotion.jpg?v=1681402038,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
sale-billboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/Sale-No-Charge-winter-tires-inflatable.png?v=1681406073,2,"",,,,,,,,,,,,,,,,,,,,,,,
rounded-mobile,Rounded Mobile,"<p>Inflatable Billboards are an easy, affordable, yet effective way to promote your business or event. We carry a large selection of billboard sizes that can be installed on the ground, on the roof, or on a truck. Inflatable billboards can be fitted with custom designed banners on both sides. Our in-house design team will work with you to create a truly eye catching design!</p>",Giant Promotions Online Store,Business & Industrial > Advertising & Marketing,Inflatable,"",true,Title,Default Title,,,,,,,,INF-VAR-002,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/557aaa2cb96ef0dfde58d92e665bc27a.jpg?v=1681401972,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
squared-archway,Squared Archway,"<p>A great addition to your run, or an attention grabbing entrance way to your business during a grand opening or special event. Custom banners can be printed and added to the arch for an additional charge.<br></p>
<p>Comes in pink or purple.</p>",Giant Promotions Online Store,Business & Industrial > Advertising & Marketing,Archway,"",true,Title,Default Title,,,,,,,,INF-VAR-106,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/inflatables-various-arches-purple-pink-color-square-run-event-entry_67775488-1d80-490a-8b47-e861ac249983.jpg?v=1681402466,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
squared-archway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/pinkcure_c65b13c3-f800-4678-8855-261755ecda4d.jpg?v=1681402466,2,"",,,,,,,,,,,,,,,,,,,,,,,
maple-leaf-inflatable-arch,Maple Leaf Inflatable Arch,"<p>Make a statement with this quirky Maple Leaf Inflatable Arch! Perfect for events, festivals, and outdoor gatherings, this archway is sure to WOW your guests and get 'em leaf-ing the party with smiles on their faces! Let your imagination run wild and you'll be leaf-in' in style!</p>
<p><span>Custom banners can be printed and added to the arch for an additional charge.</span></p>",Giant Promotions Online Store,Business & Industrial > Advertising & Marketing,Archway,"advertising, ANNIVERSARY, arches, archway, backyard, bbq, beach, branding, business, canada day, canadian, car dealership, community, custom, customize, dartmouth, decorations, equipment, events, flags, fundraiser, halifax, hockey, indoor, inflatable, logos, marketing, mobile, nova scotia, outdoor, party, portable, promotions, props, rental, rentals, retail, school, Signs, storefront, vendors",true,Title,Default Title,,,,,,,,INF-VAR-105,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/20170617_111010981_iOS.jpg?v=1681394186,1,"",false,,"Make a statement with this quirky Maple Leaf Inflatable Arch! Perfect for events, festivals, and outdoor gatherings, this archway is sure to WOW your guests and get 'em leaf-ing the party with smiles on their faces! Let your imagination run wild and you'll be leaf-in' in style!",,,,,,,,,,,,,,,,,kg,,,active
20x40-home-tent-white-grey,Outdoor Inflatable Tent,"<p>An inflatable event tent - ready for your wedding or next outdoor event!</p>
<p><strong>This tent measures 40 x 20 ft, and 13'4 ft tall</strong></p>",Giant Promotions Online Store,Sporting Goods > Outdoor Recreation > Camping & Hiking > Tents,Inflatable,"baby shower, backyard, bbq, beach, beer tent, birthday, birthday party, booth, business, canada day, canadian, car dealership, carnival, Christmas, cocktail, community, dartmouth, equipment, events, fundraiser, games, graduation, halifax, holiday, inflatable, marketing, nova scotia, outdoor, party, portable, promotions, props, rental, rentals, restaurants, retail, retirement party, school, sports, tent, vendors, wedding",true,Title,Default Title,,,,,,,,INF-VAR-302,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/inflatable-tent-event-20-40-foot-outdoor-rent-halifax-white-big-2-scaled-1.jpg?v=1681325217,1,"",false,,"An inflatable event tent - ready for your wedding or next outdoor event!

This tent measures 40 x 20 ft, and 13'4 ft tall",,,,,,,,,,,,,,,,,kg,,,active
20x40-home-tent-white-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/inflatable-tent-event-20-40-foot-outdoor-rent-halifax-white-big-1-scaled-1.jpg?v=1681325217,2,"",,,,,,,,,,,,,,,,,,,,,,,
alarm-clock,Giant Alarm Clock Inflatable,"<p>Don't snooze your way to success! This one-of-a-kind Inflatable Alarm Clock is sure to make a massive impact - literally! Bring the power of a giant alarm clock to your next promotional event or trade show. It's the only way to tickle your audience's attention!</p>
<p>Dimensions: 25 ft</p>
<p>Inflatable clock is great for a count-down event, with the option to put on a custom banner. </p>",Giant Promotions Online Store,Business & Industrial > Advertising & Marketing,Inflatable,"advertising, billboard, branding, business, canadian, car dealership, clock, community, countdown, custom, customize, dartmouth, decorations, events, fundraiser, graduation, halifax, holiday, inflatable, marketing, mobile, nova scotia, outdoor, portable, promotions, props, rental, rentals, restaurants, retail, school, sports",true,Title,Default Title,,,,,,,,INF-DEC-001,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/clock-25-foot-giant-inflatable_e9bcfaad-16c0-4d16-aa0f-35a45132c7c8.jpg?v=1680130199,1,"",false,,Don't snooze your way to success! This one-of-a-kind Inflatable Alarm Clock is sure to make a massive impact - literally! Bring the power of a giant alarm clock to your next promotional event or trade show. It's the only way to tickle your audience's attention!,,,,,,,,,,,,,,,,,kg,,,active
inflatable-tire-with-banner,Inflatable Tire with Banner,"<p>A giant, inflatable tire! What better way to showcase your upcoming tire sale?! Grab attention of pedestrians and drivers with this unique, inflatable tire - great for showcasing your upcoming tire sale! Sizes available: </p>
<ul>
<li>10 ft</li>
<li>15 ft</li>
<li>20 ft</li>
</ul>",Giant Promotions Online Store,Business & Industrial > Advertising & Marketing,Inflatable,"advertising, billboard, branding, business, canadian, car dealership, community, custom, customize, dartmouth, equipment, events, halifax, inflatable, marketing, nova scotia, outdoor, promotions, props, rental, rentals, retail, sales, storefront, tires, winter",true,Title,Default Title,,,,,,,,AUT-INB-117,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/364-F.jpg?v=1680190065,1,"",false,,"A giant, inflatable tire! What better way to showcase your upcoming tire sale?! Grab attention of pedestrians and drivers with this unique, inflatable tire - great for showcasing your upcoming tire sale!",,,,,,,,,,,,,,,,,kg,,,active
inflatable-tire-with-banner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/big_659tire1.jpg?v=1680190065,2,"",,,,,,,,,,,,,,,,,,,,,,,
inflatable-tire-with-banner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/big_tire2.jpg?v=1680190064,3,"",,,,,,,,,,,,,,,,,,,,,,,
cowboy-sheriff,Cowboy Sheriff Inflatable,"<p>Yee-haw! Get ready to saddle up and protect your herd from unsavory visitors with this inflatable Cowboy Sheriff. Make sure they know the law's the law and lay down the law with style in this wild west-inspired outfit!</p>
<p><strong>Dimensions: </strong>27 ft</p>",Giant Promotions Online Store,Business & Industrial > Advertising & Marketing,Inflatable,"advertising, birthday, birthday party, canadian, car dealership, carnival, Casino, cowboys, custom, events, graduation, halifax, inflatable, inflatable character, marketing, nova scotia, outdoor, party, portable, promotions, rental, rentals, school, sports, wedding, western",true,Title,Default Title,,,,,,,,INF-DEC-027,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/20180422_142430259_iOS.jpg?v=1678471249,1,"",false,,Yee-haw! Get ready to saddle up and protect your herd from unsavory visitors with this inflatable Cowboy Sheriff.,,,,,,,,,,,,,,,,,kg,,,active
cowboy-sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/131119798_10158376494370379_2978251569887534847_n.jpg?v=1678471266,2,"",,,,,,,,,,,,,,,,,,,,,,,
large-square-inflatable-billboard,Large Square Inflatable Billboard,"<p>Our Large Square Inflatable Billboard is a versatile and eye-catching display piece that can be used for large outdoor advertising events. It features a bold, square design and a durable, weather-resistant material that is sure to make a statement. Utilizing the latest in inflatable technology, it can be quickly and easily set up to maximize your brand's visibility.</p>
<p>Specs:</p>
<ul>
<li>186' high by 160' wide</li>
<li>Double Sided</li>
<li>Custom design for an extra fee</li>
</ul>",Giant Promotions Online Store,Business & Industrial > Advertising & Marketing,Inflatable,"0 percent, advertising, billboard, booth, branding, business, canadian, car dealership, community, custom, customize, dartmouth, equipment, events, fundraiser, graduation, inflatable, logos, marketing, mobile, nova scotia, office space, offices, outdoor, portable, promotions, props, rental, rentals, restaurants, retail, sales, school, Signs, storefront, vendors",true,Title,Default Title,,,,,,,,INF-VAR-006,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/big-billboard-inflatable-square-large-vinyl-banner-1.jpg?v=1681391903,1,"",false,,"Our Large Square Inflatable Billboard is a versatile and eye-catching display piece that can be used for large outdoor advertising events. It features a bold, square design and a durable, weather-resistant material that is sure to make a statement. Utilizing the latest in inflatable technology, it can be quickly and easily set up to maximize your brand's visibility.",,,,,,,,,,,,,,,,,kg,,,active
zero-percent-inflatable-billboard,Customizable Zero Percent Inflatable Billboard,"<p>This giant Zero Percent inflatable billboard is a great way to have you sale seen from afar! With large spaces on both sides, we can create a fully customizable banner that plays to your brand. This inflatable is made with durable material and is easy to set up. We offer multiple rental deals that makes it a great choice for sales events, promotions, or tradeshows. </p>",Giant Promotions Online Store,Business & Industrial > Advertising & Marketing,Inflatable,"0 percent, advertising, billboard, canadian, car dealership, custom, events, halifax, inflatable, marketing, nova scotia, outdoor, portable, promotions, rental, rentals",true,Title,Default Title,,,,,,,,INF-VAR-008,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/files/zero-percent-custom-inflatable-billboard.jpg?v=1683560276,1,Orange and black zero percent inflatable billboard with large space for custom banner,false,Customizable Inflatable Billboard,This zero percent inflatable billboard is a unique way to advertise your next promotion! It has a large space to add a custom message.,,,,,,,,,,,,,,,,,kg,,,active
money-blowing-machine,Tycoon Typhoon,"<p>Our Money Blowing Machine is great for parties, school/sports events, promotions, grand openings, and fund raisers. The sight of cash flying through the air always grabs attention, and the heavy-duty vinyl booth and industrial blower makes a rugged, yet fully portable, money-grab game. It's a great crowd-pleaser!</p>",Giant Promotions Online Store,Toys & Games > Games,Casino,"",true,Title,Default Title,,,,,,,,EVE-GAM-013,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/tycoon-typhoon-2.jpg?v=1681394734,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
money-blowing-machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/Tycoon-Typhoon-scaled-1.jpg?v=1681394734,2,"",,,,,,,,,,,,,,,,,,,,,,,
custom-inflatables,Custom Brand Inflatables,"<p>Our custom inflatables are designed to perfectly reflect a brand's personality. We use only durable, top-quality materials and employ expert construction techniques to craft eye-catching products that are sure to leave a lasting impression.</p>",Giant Promotions Online Store,Business & Industrial > Advertising & Marketing,Inflatable,"advertising, billboard, branding, canadian, car dealership, custom, events, graduation, halifax, holiday, inflatable, inflatable character, logos, marketing, nova scotia, outdoor, promotions, school, sports",true,Title,Default Title,,,,,,,,INF-DEC-047,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/76964474_1271539963033427_7037556123565555712_o.jpg?v=1681327097,1,"",false,,"Our custom inflatables are designed to perfectly reflect a brand's personality. We use only durable, top-quality materials and employ expert construction techniques to craft eye-catching products that are sure to leave a lasting impression.",,,,,,,,,,,,,,,,,kg,,,active
custom-inflatables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/IMG_0532.jpg?v=1681327101,2,"",,,,,,,,,,,,,,,,,,,,,,,
